subject,model_name,eval_index,image_id,positive_similarity,hardest_impostor_similarity,hardest_impostor_index,margin,full_pool_rank,sampled_top1_success_rate,sampled_rank_mean,sampled_rank_median
5,cycle44_subj05_margin_low_1sess_150ep,383,28745,0.040776264,0.046249997,188,-0.005473733,10.0,0.0,4.714285714285714,5.0
5,cycle44_subj05_margin_low_1sess_150ep,384,28751,0.059171308,0.05015812,96,0.009013187,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,385,28755,0.053932417,0.04556939,493,0.008363027,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,386,28788,0.050288513,0.047064427,572,0.003224086,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,387,28898,0.046806242,0.05034865,754,-0.0035424083,2.0,0.8,1.2,1.0
5,cycle44_subj05_margin_low_1sess_150ep,388,28963,0.040442117,0.047536485,794,-0.0070943683,4.0,0.7,1.4,1.0
5,cycle44_subj05_margin_low_1sess_150ep,389,29010,0.022256767,0.042462185,928,-0.020205418,198.0,0.0,61.77777777777778,62.0
5,cycle44_subj05_margin_low_1sess_150ep,390,29021,0.048556093,0.040182654,646,0.008373439,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,391,29381,0.04958859,0.053577416,375,-0.003988825,2.0,0.6,1.4,1.0
5,cycle44_subj05_margin_low_1sess_150ep,392,29568,0.03593792,0.054954264,70,-0.019016344,39.0,0.0,13.8,14.0
5,cycle44_subj05_margin_low_1sess_150ep,393,29660,0.029639065,0.038358863,827,-0.008719798,11.0,0.2,3.3,3.5
5,cycle44_subj05_margin_low_1sess_150ep,394,29663,0.018630652,0.04680272,43,-0.028172066,165.0,0.0,52.833333333333336,52.0
5,cycle44_subj05_margin_low_1sess_150ep,395,29680,0.047292806,0.0479999,534,-0.0007070936,2.0,0.7777777777777778,1.2222222222222223,1.0
5,cycle44_subj05_margin_low_1sess_150ep,396,29711,0.05972591,0.05294733,571,0.006778579,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,397,29837,0.025179677,0.043767545,61,-0.018587869,68.0,0.0,25.125,24.0
5,cycle44_subj05_margin_low_1sess_150ep,398,29886,0.048576165,0.05733937,36,-0.008763205,2.0,0.375,1.625,2.0
5,cycle44_subj05_margin_low_1sess_150ep,399,29919,0.055282254,0.05126074,954,0.004021514,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,400,29980,0.039085686,0.0502699,246,-0.011184216,7.0,0.375,2.125,2.0
5,cycle44_subj05_margin_low_1sess_150ep,401,30081,0.02698793,0.03434981,239,-0.0073618796,13.0,0.0,4.285714285714286,4.0
5,cycle44_subj05_margin_low_1sess_150ep,402,30373,0.01871311,0.03760144,457,-0.018888332,31.0,0.0,8.857142857142858,8.0
5,cycle44_subj05_margin_low_1sess_150ep,403,30395,0.06533921,0.055826876,250,0.009512331,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,404,30407,0.020947019,0.04513099,934,-0.024183972,168.0,0.0,53.0,55.0
5,cycle44_subj05_margin_low_1sess_150ep,405,30430,0.04782712,0.032340072,94,0.015487049,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,406,30563,0.04643857,0.03473039,804,0.011708181,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,407,30601,0.047380004,0.058243122,48,-0.010863118,3.0,0.5384615384615384,1.6923076923076923,1.0
5,cycle44_subj05_margin_low_1sess_150ep,408,30632,0.04610571,0.035407774,765,0.010697935,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,409,30672,0.044332195,0.03921062,250,0.005121574,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,410,30674,0.035074215,0.044444807,480,-0.0093705915,5.0,0.4444444444444444,1.7777777777777777,2.0
5,cycle44_subj05_margin_low_1sess_150ep,411,30847,0.034064025,0.040542953,815,-0.006478928,14.0,0.0,4.416666666666667,4.0
5,cycle44_subj05_margin_low_1sess_150ep,412,30856,0.038888644,0.045309056,471,-0.006420411,8.0,0.2222222222222222,3.5555555555555554,4.0
5,cycle44_subj05_margin_low_1sess_150ep,413,30887,0.050432682,0.04969921,777,0.0007334724,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,414,30922,0.04520403,0.04279112,70,0.0024129078,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,415,30935,0.053698987,0.041677516,847,0.012021471,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,416,30954,0.04274358,0.044662844,188,-0.0019192658,4.0,0.2857142857142857,2.2857142857142856,2.0
5,cycle44_subj05_margin_low_1sess_150ep,417,31028,0.041857325,0.055545457,227,-0.013688132,3.0,0.5555555555555556,1.6666666666666667,1.0
5,cycle44_subj05_margin_low_1sess_150ep,418,31049,0.0410278,0.041701462,538,-0.0006736629,2.0,0.7777777777777778,1.2222222222222223,1.0
5,cycle44_subj05_margin_low_1sess_150ep,419,31064,0.050208885,0.04426256,590,0.005946327,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,420,31123,0.042697903,0.037290674,322,0.005407229,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,421,31233,0.05118785,0.044609338,410,0.0065785125,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,422,31349,0.03759866,0.046510734,178,-0.008912075,6.0,0.2857142857142857,2.2857142857142856,2.0
5,cycle44_subj05_margin_low_1sess_150ep,423,31446,0.028224308,0.04650673,715,-0.018282421,20.0,0.1,6.2,6.5
5,cycle44_subj05_margin_low_1sess_150ep,424,31659,0.03670492,0.048452802,163,-0.011747882,16.0,0.0,5.571428571428571,6.0
5,cycle44_subj05_margin_low_1sess_150ep,425,31747,0.048683677,0.051851828,968,-0.0031681508,2.0,0.7272727272727273,1.2727272727272727,1.0
5,cycle44_subj05_margin_low_1sess_150ep,426,31782,0.061268963,0.04909977,493,0.0121691935,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,427,31801,0.041693978,0.047814865,163,-0.0061208867,5.0,0.2,2.4,3.0
5,cycle44_subj05_margin_low_1sess_150ep,428,31837,0.051601008,0.05292362,19,-0.0013226122,2.0,0.8888888888888888,1.1111111111111112,1.0
5,cycle44_subj05_margin_low_1sess_150ep,429,31936,0.04412242,0.05854447,182,-0.014422052,3.0,0.36363636363636365,1.8181818181818181,2.0
5,cycle44_subj05_margin_low_1sess_150ep,430,31964,0.05434921,0.045757156,15,0.008592054,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,431,32053,0.040394556,0.055458803,523,-0.015064247,6.0,0.42857142857142855,2.0,2.0
5,cycle44_subj05_margin_low_1sess_150ep,432,32232,0.034202006,0.039059125,777,-0.004857119,6.0,0.38461538461538464,2.230769230769231,2.0
5,cycle44_subj05_margin_low_1sess_150ep,433,32303,0.036491845,0.03856518,265,-0.0020733364,6.0,0.1,2.4,2.0
5,cycle44_subj05_margin_low_1sess_150ep,434,32307,0.044083282,0.0484602,100,-0.004376918,3.0,0.2222222222222222,1.8888888888888888,2.0
5,cycle44_subj05_margin_low_1sess_150ep,435,32625,0.040080454,0.03442554,660,0.0056549124,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,436,32643,0.036890652,0.050840944,522,-0.013950292,36.0,0.0,11.941176470588236,12.0
5,cycle44_subj05_margin_low_1sess_150ep,437,32716,0.058695305,0.05370136,805,0.0049939454,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,438,32771,0.01989741,0.045522757,663,-0.025625346,101.0,0.0,31.5,31.5
5,cycle44_subj05_margin_low_1sess_150ep,439,32772,0.020062495,0.042602085,699,-0.02253959,53.0,0.0,16.8,17.0
5,cycle44_subj05_margin_low_1sess_150ep,440,32857,0.04095833,0.042450715,162,-0.0014923848,3.0,0.5,1.6666666666666667,1.5
5,cycle44_subj05_margin_low_1sess_150ep,441,32891,0.029625015,0.03910372,478,-0.009478705,14.0,0.0,5.625,5.5
5,cycle44_subj05_margin_low_1sess_150ep,442,32910,0.040083934,0.045692828,928,-0.005608894,7.0,0.0,3.8333333333333335,3.5
5,cycle44_subj05_margin_low_1sess_150ep,443,33131,0.04941845,0.05534993,434,-0.0059314817,2.0,0.7142857142857143,1.2857142857142858,1.0
5,cycle44_subj05_margin_low_1sess_150ep,444,33171,0.04096741,0.037663277,769,0.0033041313,1.0,1.0,1.0,1.0
5,cycle44_subj05_margin_low_1sess_150ep,445,33189,0.044999313,0.05405418,577,-0.009054866,4.0,0.25,2.5,2.5
5,cycle44_subj05_margin_low_1sess_150ep,446,33245,0.041112285,0.05818404,182,-0.017071754,9.0,0.0,3.75,4.0
5,cycle44_subj05_margin_low_1sess_150ep,447,33289,0.04379481,0.04984034,712,-0.0060455278,6.0,0.18181818181818182,2.3636363636363638,2.0
5,cycle44_subj05_margin_low_1sess_150ep,448,33521,0.041338976,0.046230745,190,-0.004891768,4.0,0.7142857142857143,1.2857142857142858,1.0
5,cycle44_subj05_margin_low_1sess_150ep,449,33543,0.04297472,0.047710948,793,-0.004736226,6.0,0.0,2.8333333333333335,2.5
5,cycle44_subj05_margin_low_1sess_150ep,450,33752,0.02364383,0.032439142,486,-0.008795312,16.0,0.0,5.8,6.0
5,cycle44_subj05_margin_low_1sess_150ep,451,33813,0.039693117,0.048097372,414,-0.008404255,4.0,0.5,1.9,1.5
5,cycle44_subj05_margin_low_1sess_150ep,452,33906,0.037091084,0.05047651,964,-0.013385426,9.0,0.0,4.333333333333333,4.5
5,cycle44_subj05_margin_low_1sess_150ep,453,34068,0.037186146,0.044420302,514,-0.007234156,5.0,0.5,1.8,1.5
