eval_index,nsd_image_id,image_rank_topo0,image_rank_topo_low,image_rank_delta_low_minus_zero,brain_rank_topo0,brain_rank_topo_low,brain_rank_delta_low_minus_zero,image_score_delta_low_minus_zero,brain_score_delta_low_minus_zero,teacher_top1_rank_topo0,teacher_top1_rank_topo_low,teacher_top1_rank_delta_low_minus_zero,teacher_neighbor_overlap5_topo0,teacher_neighbor_overlap5_topo_low,teacher_neighbor_overlap5_delta_low_minus_zero,pixcorr_topo0,pixcorr_topo_low,pixcorr_delta_low_minus_zero
313,24787,3.0,1.0,-2.0,2.0,1.0,-1.0,0.013716474,0.013716474,303.0,224.0,-79.0,0.0,0.0,0.0,-0.10951913,0.1827543,0.29227343
314,24846,1.0,1.0,0.0,1.0,1.0,0.0,0.0005086921,0.0005086921,169.0,201.0,32.0,0.2,0.2,0.0,0.7425363,0.6998965,-0.042639792
315,25059,4.0,7.0,3.0,1.0,1.0,0.0,0.0057662837,0.0057662837,47.0,20.0,-27.0,0.0,0.0,0.0,0.53671473,0.566679,0.029964268
316,25091,1.0,1.0,0.0,5.0,5.0,0.0,0.009177916,0.009177916,511.0,522.0,11.0,0.0,0.0,0.0,0.17107327,0.15514988,-0.015923396
317,25111,4.0,2.0,-2.0,1.0,1.0,0.0,0.011402186,0.011402186,1.0,1.0,0.0,0.2,0.2,0.0,0.11180722,0.04943342,-0.0623738
318,25205,12.0,12.0,0.0,12.0,25.0,13.0,0.005020585,0.005020585,17.0,18.0,1.0,0.0,0.0,0.0,-0.34893405,0.10732733,0.4562614
319,25250,1.0,1.0,0.0,1.0,1.0,0.0,0.00608173,0.00608173,10.0,26.0,16.0,0.0,0.0,0.0,0.052529097,0.1370896,0.0845605
320,25268,1.0,1.0,0.0,1.0,1.0,0.0,0.0046526305,0.0046526305,413.0,297.0,-116.0,0.0,0.0,0.0,0.03672014,0.0065861926,-0.03013395
321,25284,1.0,1.0,0.0,1.0,2.0,1.0,-0.00030982494,-0.00030982494,180.0,135.0,-45.0,0.0,0.2,0.2,-0.009365026,0.04708715,0.056452177
322,25287,1.0,2.0,1.0,3.0,3.0,0.0,0.0009767413,0.0009767413,196.0,169.0,-27.0,0.0,0.0,0.0,0.23315176,0.23438536,0.0012335926
323,25318,2.0,2.0,0.0,1.0,1.0,0.0,0.010077,0.010077,11.0,20.0,9.0,0.0,0.0,0.0,0.27282262,0.24962239,-0.023200229
324,25319,14.0,28.0,14.0,1.0,1.0,0.0,0.0062599517,0.0062599517,85.0,105.0,20.0,0.0,0.0,0.0,-0.22714967,-0.08986555,0.13728411
325,25371,3.0,1.0,-2.0,1.0,1.0,0.0,0.013704732,0.013704732,881.0,551.0,-330.0,0.2,0.2,0.0,-0.17660667,-0.14200649,0.034600183
326,25454,41.0,32.0,-9.0,3.0,6.0,3.0,0.009400584,0.009400584,191.0,199.0,8.0,0.0,0.0,0.0,0.012247788,0.007666222,-0.004581566
327,25570,1.0,4.0,3.0,1.0,1.0,0.0,-0.0007757023,-0.0007757023,23.0,12.0,-11.0,0.0,0.0,0.0,0.019894365,-0.0008356773,-0.020730043
328,25578,1.0,2.0,1.0,1.0,1.0,0.0,0.0024056286,0.0024056286,45.0,20.0,-25.0,0.2,0.2,0.0,0.040581558,-0.045949683,-0.08653124
329,25581,2.0,4.0,2.0,1.0,1.0,0.0,-0.0011282861,-0.0011282861,13.0,17.0,4.0,0.0,0.0,0.0,0.24242212,0.1628498,-0.07957232
330,25588,7.0,1.0,-6.0,2.0,4.0,2.0,0.014048211,0.014048211,102.0,79.0,-23.0,0.0,0.0,0.0,0.60263413,0.68525827,0.08262414
331,25602,423.0,406.0,-17.0,292.0,256.0,-36.0,0.011913396,0.011913396,81.0,53.0,-28.0,0.0,0.0,0.0,0.23383538,0.043311767,-0.19052362
332,25693,11.0,2.0,-9.0,32.0,4.0,-28.0,0.019038513,0.019038513,337.0,375.0,38.0,0.0,0.0,0.0,0.15601715,0.2598605,0.10384333
333,25702,8.0,4.0,-4.0,1.0,1.0,0.0,0.010913163,0.010913163,463.0,341.0,-122.0,0.0,0.0,0.0,0.027324097,0.33556902,0.3082449
334,25711,9.0,5.0,-4.0,2.0,2.0,0.0,0.007022731,0.007022731,125.0,238.0,113.0,0.0,0.0,0.0,-0.07803239,-0.13875124,-0.06071885
335,25741,2.0,2.0,0.0,14.0,16.0,2.0,0.009485599,0.009485599,370.0,246.0,-124.0,0.0,0.0,0.0,0.2634679,0.3012705,0.037802607
336,25746,18.0,2.0,-16.0,1.0,1.0,0.0,0.015864778,0.015864778,104.0,81.0,-23.0,0.0,0.0,0.0,0.5033474,0.46176073,-0.041586667
337,25881,2.0,5.0,3.0,3.0,4.0,1.0,0.0009713173,0.0009713173,129.0,114.0,-15.0,0.2,0.2,0.0,0.5620952,0.602797,0.040701747
338,25906,1.0,32.0,31.0,1.0,1.0,0.0,-0.0015496127,-0.0015496127,15.0,19.0,4.0,0.4,0.2,-0.2,-0.0044084233,0.027048701,0.031457126
339,25959,1.0,1.0,0.0,1.0,1.0,0.0,0.0076671094,0.0076671094,143.0,70.0,-73.0,0.2,0.2,0.0,-0.13581645,-0.09570448,0.040111974
340,26119,3.0,3.0,0.0,2.0,2.0,0.0,0.0060686357,0.0060686357,88.0,55.0,-33.0,0.0,0.0,0.0,0.07192644,0.16518997,0.09326353
341,26127,2.0,18.0,16.0,1.0,1.0,0.0,-0.0053520575,-0.0053520575,67.0,45.0,-22.0,0.0,0.0,0.0,0.21671604,0.16813733,-0.04857871
342,26163,3.0,28.0,25.0,2.0,3.0,1.0,0.0015756674,0.0015756674,139.0,139.0,0.0,0.0,0.0,0.0,-0.21918818,-0.2563781,-0.03718993
343,26243,49.0,41.0,-8.0,24.0,7.0,-17.0,0.01271354,0.01271354,152.0,118.0,-34.0,0.0,0.0,0.0,0.33547556,0.19349255,-0.14198302
344,26292,94.0,102.0,8.0,28.0,26.0,-2.0,0.008345049,0.008345049,28.0,28.0,0.0,0.0,0.0,0.0,0.2880357,0.24486597,-0.043169722
345,26307,1.0,1.0,0.0,1.0,1.0,0.0,0.0038920864,0.0038920864,705.0,702.0,-3.0,0.0,0.0,0.0,0.27593723,0.3773126,0.10137537
346,26351,2.0,2.0,0.0,4.0,7.0,3.0,0.0025885291,0.0025885291,93.0,64.0,-29.0,0.0,0.2,0.2,0.19246213,0.20693809,0.014475957
347,26372,1.0,17.0,16.0,1.0,1.0,0.0,-0.0033091009,-0.0033091009,185.0,128.0,-57.0,0.0,0.0,0.0,0.097226925,0.1271888,0.029961877
348,26435,1.0,1.0,0.0,1.0,1.0,0.0,0.006463632,0.006463632,264.0,106.0,-158.0,0.0,0.2,0.2,0.35551417,0.2777701,-0.07774407
349,26458,11.0,1.0,-10.0,1.0,1.0,0.0,0.013236914,0.013236914,635.0,502.0,-133.0,0.0,0.0,0.0,0.15751162,0.31567097,0.15815935
350,26598,1.0,7.0,6.0,1.0,1.0,0.0,0.003270477,0.003270477,186.0,106.0,-80.0,0.2,0.0,-0.2,0.4229569,0.6019341,0.17897716
351,26720,17.0,13.0,-4.0,13.0,19.0,6.0,0.007526107,0.007526107,61.0,54.0,-7.0,0.2,0.2,0.0,0.5263251,0.6073538,0.0810287
352,26780,44.0,59.0,15.0,86.0,45.0,-41.0,0.008504085,0.008504085,63.0,16.0,-47.0,0.0,0.0,0.0,-0.031167112,0.010847909,0.042015024
353,26895,1.0,1.0,0.0,1.0,1.0,0.0,0.0069309287,0.0069309287,9.0,15.0,6.0,0.2,0.2,0.0,0.24809645,0.23926951,-0.008826941
354,26909,23.0,31.0,8.0,12.0,12.0,0.0,0.006506514,0.006506514,109.0,103.0,-6.0,0.0,0.0,0.0,0.16121626,0.16547944,0.0042631775
355,26971,191.0,203.0,12.0,6.0,11.0,5.0,0.007023422,0.007023422,83.0,74.0,-9.0,0.2,0.2,0.0,0.044632997,-0.0945968,-0.1392298
356,26990,1.0,6.0,5.0,1.0,2.0,1.0,0.003964655,0.003964655,563.0,551.0,-12.0,0.0,0.0,0.0,0.00839065,0.12213431,0.11374366
357,27242,3.0,5.0,2.0,2.0,1.0,-1.0,-0.0010514483,-0.0010514483,41.0,49.0,8.0,0.0,0.0,0.0,0.54176396,0.4323746,-0.109389365
358,27275,1.0,1.0,0.0,2.0,2.0,0.0,0.0024572872,0.0024572872,137.0,107.0,-30.0,0.0,0.0,0.0,0.06493065,0.1752003,0.11026965
359,27287,5.0,9.0,4.0,2.0,2.0,0.0,0.00031606853,0.00031606853,295.0,219.0,-76.0,0.0,0.0,0.0,0.1433487,0.18727878,0.043930084
360,27326,10.0,3.0,-7.0,3.0,2.0,-1.0,0.010779932,0.010779932,297.0,302.0,5.0,0.0,0.0,0.0,0.016199535,-0.037065253,-0.05326479
361,27435,1.0,1.0,0.0,1.0,1.0,0.0,0.010927029,0.010927029,467.0,498.0,31.0,0.0,0.0,0.0,0.64161587,0.5554055,-0.08621037
362,27568,16.0,21.0,5.0,6.0,4.0,-2.0,0.0067450665,0.0067450665,132.0,190.0,58.0,0.0,0.0,0.0,0.110633634,0.061697695,-0.04893594
363,27580,5.0,2.0,-3.0,5.0,1.0,-4.0,0.009239614,0.009239614,13.0,6.0,-7.0,0.0,0.0,0.0,0.23320468,0.3661126,0.13290791
364,27830,87.0,58.0,-29.0,52.0,31.0,-21.0,0.010996485,0.010996485,183.0,64.0,-119.0,0.0,0.0,0.0,-0.15076634,-0.12684321,0.023923129
365,27878,7.0,2.0,-5.0,5.0,2.0,-3.0,0.015092712,0.015092712,446.0,492.0,46.0,0.0,0.0,0.0,0.18570222,0.10011622,-0.085586
366,27972,14.0,40.0,26.0,1.0,4.0,3.0,0.0016627945,0.0016627945,618.0,578.0,-40.0,0.2,0.2,0.0,-0.04965801,-0.021620251,0.02803776
367,28024,2.0,1.0,-1.0,2.0,5.0,3.0,0.0035844222,0.0035844222,2.0,2.0,0.0,0.4,0.4,0.0,0.4173386,0.46040314,0.043064535
368,28068,2.0,6.0,4.0,1.0,1.0,0.0,0.0031268299,0.0031268299,49.0,78.0,29.0,0.2,0.2,0.0,0.2354623,0.39568663,0.16022433
369,28096,15.0,16.0,1.0,1.0,1.0,0.0,0.009646535,0.009646535,44.0,100.0,56.0,0.2,0.2,0.0,0.4372878,0.52338177,0.08609396
370,28159,1.0,1.0,0.0,1.0,1.0,0.0,0.004865911,0.004865911,17.0,9.0,-8.0,0.2,0.2,0.0,-0.0844167,0.2222731,0.3066898
371,28189,10.0,38.0,28.0,63.0,72.0,9.0,0.0038220286,0.0038220286,12.0,6.0,-6.0,0.0,0.0,0.0,0.2997448,0.26620206,-0.033542752
372,28286,2.0,1.0,-1.0,1.0,1.0,0.0,0.0040235594,0.0040235594,159.0,59.0,-100.0,0.0,0.0,0.0,0.43133116,0.4288299,-0.0025012493
373,28303,2.0,2.0,0.0,1.0,1.0,0.0,0.00933953,0.00933953,6.0,5.0,-1.0,0.0,0.2,0.2,0.10379206,0.047793765,-0.05599829
374,28319,1.0,1.0,0.0,2.0,2.0,0.0,0.00031663105,0.00031663105,73.0,112.0,39.0,0.4,0.2,-0.2,0.41414675,0.2538204,-0.16032636
375,28325,12.0,16.0,4.0,2.0,4.0,2.0,0.0065304153,0.0065304153,164.0,185.0,21.0,0.2,0.2,0.0,0.09833656,0.10867464,0.010338075
376,28341,2.0,1.0,-1.0,1.0,1.0,0.0,0.004949391,0.004949391,98.0,168.0,70.0,0.0,0.0,0.0,-0.023495018,0.0027246738,0.026219692
377,28349,1.0,1.0,0.0,1.0,1.0,0.0,0.0052654,0.0052654,186.0,109.0,-77.0,0.0,0.2,0.2,0.70441353,0.69845986,-0.0059536695
378,28418,69.0,27.0,-42.0,54.0,25.0,-29.0,0.0129658915,0.0129658915,390.0,305.0,-85.0,0.2,0.2,0.0,0.10624042,0.04562259,-0.06061783
379,28487,18.0,34.0,16.0,2.0,2.0,0.0,0.0037893318,0.0037893318,41.0,25.0,-16.0,0.0,0.0,0.0,0.633197,0.62290984,-0.010287166
380,28524,1.0,1.0,0.0,1.0,1.0,0.0,0.0010184795,0.0010184795,68.0,129.0,61.0,0.2,0.0,-0.2,0.46715346,0.46778002,0.000626564
381,28595,1.0,1.0,0.0,1.0,1.0,0.0,0.0033232458,0.0033232458,105.0,58.0,-47.0,0.2,0.2,0.0,0.21348661,0.16258124,-0.050905377
382,28689,1.0,1.0,0.0,2.0,2.0,0.0,0.004024349,0.004024349,11.0,13.0,2.0,0.0,0.0,0.0,0.025352366,-0.094597585,-0.11994995
383,28745,12.0,6.0,-6.0,3.0,1.0,-2.0,0.01444044,0.01444044,54.0,36.0,-18.0,0.0,0.0,0.0,0.14065833,0.14538327,0.0047249347
384,28751,1.0,1.0,0.0,1.0,1.0,0.0,0.010294817,0.010294817,3.0,3.0,0.0,0.8,0.4,-0.4,0.08230199,0.20772363,0.12542164
385,28755,1.0,1.0,0.0,1.0,1.0,0.0,0.012714006,0.012714006,518.0,350.0,-168.0,0.2,0.2,0.0,0.24419807,0.14141464,-0.10278343
386,28788,2.0,3.0,1.0,1.0,1.0,0.0,0.0036457144,0.0036457144,177.0,75.0,-102.0,0.4,0.4,0.0,0.38575238,0.40263695,0.016884565
387,28898,1.0,2.0,1.0,1.0,1.0,0.0,0.008031353,0.008031353,37.0,14.0,-23.0,0.0,0.0,0.0,0.015196162,-0.019779256,-0.034975417
388,28963,1.0,1.0,0.0,1.0,1.0,0.0,0.005485583,0.005485583,178.0,95.0,-83.0,0.0,0.0,0.0,0.3393083,0.27143335,-0.06787494
389,29010,3.0,16.0,13.0,3.0,1.0,-2.0,0.0026316456,0.0026316456,10.0,40.0,30.0,0.2,0.2,0.0,0.16991785,0.3142838,0.14436594
390,29021,17.0,6.0,-11.0,3.0,2.0,-1.0,0.011534944,0.011534944,4.0,4.0,0.0,0.2,0.2,0.0,0.3708572,-0.10549429,-0.4763515
391,29381,1.0,1.0,0.0,1.0,1.0,0.0,0.011709515,0.011709515,159.0,186.0,27.0,0.2,0.2,0.0,0.23815176,0.23399502,-0.0041567385
392,29568,1.0,1.0,0.0,1.0,1.0,0.0,0.008719124,0.008719124,45.0,18.0,-27.0,0.0,0.0,0.0,0.37611675,0.24898711,-0.12712964
393,29660,1.0,8.0,7.0,5.0,7.0,2.0,-0.002707947,-0.002707947,12.0,28.0,16.0,0.0,0.0,0.0,0.36891252,0.44420594,0.07529342
394,29663,6.0,70.0,64.0,5.0,12.0,7.0,-0.0052826777,-0.0052826777,580.0,552.0,-28.0,0.0,0.0,0.0,0.24932794,0.30961087,0.06028293
395,29680,1.0,1.0,0.0,1.0,1.0,0.0,0.0072713904,0.0072713904,49.0,24.0,-25.0,0.2,0.2,0.0,0.6319054,0.6126453,-0.019260049
396,29711,1.0,1.0,0.0,1.0,1.0,0.0,0.0042101853,0.0042101853,1.0,1.0,0.0,0.2,0.2,0.0,0.27279437,0.33092558,0.058131218
397,29837,10.0,7.0,-3.0,7.0,5.0,-2.0,0.008599736,0.008599736,127.0,108.0,-19.0,0.0,0.0,0.0,0.11832309,0.13331914,0.014996052
398,29886,2.0,3.0,1.0,1.0,1.0,0.0,0.008656513,0.008656513,2.0,2.0,0.0,0.2,0.2,0.0,0.44248974,0.5056889,0.06319916
399,29919,1.0,1.0,0.0,1.0,1.0,0.0,0.0019153357,0.0019153357,21.0,30.0,9.0,0.0,0.0,0.0,0.35467523,0.032472134,-0.3222031
400,29980,115.0,108.0,-7.0,3.0,2.0,-1.0,0.0068390295,0.0068390295,233.0,186.0,-47.0,0.0,0.0,0.0,0.018328687,0.26027608,0.2419474
401,30081,1.0,1.0,0.0,1.0,1.0,0.0,0.0021583661,0.0021583661,126.0,70.0,-56.0,0.2,0.2,0.0,0.52853537,0.40687948,-0.12165588
402,30373,18.0,18.0,0.0,44.0,18.0,-26.0,0.010505216,0.010505216,459.0,300.0,-159.0,0.0,0.0,0.0,0.09351849,0.016505724,-0.07701276
403,30395,1.0,1.0,0.0,1.0,1.0,0.0,0.005218856,0.005218856,117.0,88.0,-29.0,0.2,0.0,-0.2,0.5146255,0.51108855,-0.0035369396
404,30407,46.0,39.0,-7.0,2.0,1.0,-1.0,0.0084848665,0.0084848665,723.0,767.0,44.0,0.0,0.0,0.0,-0.20481114,-0.2024001,0.0024110377
405,30430,1.0,1.0,0.0,1.0,1.0,0.0,0.011262853,0.011262853,175.0,231.0,56.0,0.2,0.2,0.0,0.08911278,0.029402887,-0.05970989
406,30563,2.0,2.0,0.0,1.0,1.0,0.0,0.007700272,0.007700272,930.0,925.0,-5.0,0.0,0.0,0.0,0.12849261,-0.03367331,-0.16216591
407,30601,1.0,1.0,0.0,1.0,1.0,0.0,0.0017607249,0.0017607249,4.0,8.0,4.0,0.2,0.0,-0.2,0.67468464,0.5852693,-0.08941537
408,30632,9.0,30.0,21.0,4.0,3.0,-1.0,0.0024442524,0.0024442524,1.0,4.0,3.0,0.2,0.2,0.0,0.23333655,0.10704421,-0.12629235
409,30672,1.0,1.0,0.0,1.0,1.0,0.0,0.009132292,0.009132292,317.0,235.0,-82.0,0.0,0.0,0.0,0.22241805,0.20032929,-0.022088766
410,30674,1.0,3.0,2.0,1.0,1.0,0.0,-0.0014253296,-0.0014253296,507.0,462.0,-45.0,0.0,0.0,0.0,-0.16678613,-0.031138375,0.13564776
411,30847,153.0,129.0,-24.0,29.0,39.0,10.0,0.009805601,0.009805601,440.0,321.0,-119.0,0.0,0.0,0.0,0.070139654,-0.021402316,-0.09154197
412,30856,5.0,7.0,2.0,3.0,3.0,0.0,0.0061104074,0.0061104074,286.0,146.0,-140.0,0.2,0.2,0.0,0.4288185,0.45754293,0.028724432
413,30887,1.0,4.0,3.0,1.0,1.0,0.0,-0.004481297,-0.004481297,496.0,320.0,-176.0,0.2,0.2,0.0,0.43339056,0.6134541,0.18006355
414,30922,1.0,1.0,0.0,1.0,1.0,0.0,0.004609175,0.004609175,125.0,97.0,-28.0,0.2,0.2,0.0,0.17782184,0.04022385,-0.137598
415,30935,3.0,2.0,-1.0,1.0,1.0,0.0,0.0076261833,0.0076261833,516.0,637.0,121.0,0.0,0.0,0.0,0.18764418,0.5656437,0.37799954
416,30954,4.0,1.0,-3.0,1.0,1.0,0.0,0.017538674,0.017538674,51.0,80.0,29.0,0.0,0.0,0.0,0.33217177,0.19589469,-0.13627708
417,31028,1.0,1.0,0.0,1.0,1.0,0.0,0.010130279,0.010130279,69.0,25.0,-44.0,0.0,0.0,0.0,0.17596836,0.29544216,0.1194738
418,31049,120.0,70.0,-50.0,9.0,8.0,-1.0,0.006673593,0.006673593,134.0,93.0,-41.0,0.0,0.0,0.0,0.21413201,0.1415888,-0.072543204
419,31064,3.0,3.0,0.0,1.0,1.0,0.0,0.0077579096,0.0077579096,362.0,186.0,-176.0,0.0,0.0,0.0,0.50131017,0.5698144,0.068504214
420,31123,2.0,2.0,0.0,1.0,1.0,0.0,0.009322826,0.009322826,50.0,36.0,-14.0,0.0,0.0,0.0,-0.0843744,-0.13289136,-0.04851696
421,31233,1.0,1.0,0.0,1.0,1.0,0.0,0.005010817,0.005010817,398.0,411.0,13.0,0.0,0.0,0.0,0.25442904,0.19710775,-0.057321295
422,31349,3.0,4.0,1.0,24.0,28.0,4.0,0.008155238,0.008155238,256.0,307.0,51.0,0.0,0.0,0.0,-0.0931918,0.21524577,0.3084376
423,31446,27.0,40.0,13.0,2.0,1.0,-1.0,0.0071702413,0.0071702413,66.0,151.0,85.0,0.2,0.2,0.0,0.31901413,0.36251658,0.04350245
424,31659,46.0,87.0,41.0,1.0,1.0,0.0,0.005056802,0.005056802,233.0,212.0,-21.0,0.0,0.0,0.0,0.39014038,0.37691295,-0.013227433
425,31747,32.0,14.0,-18.0,5.0,3.0,-2.0,0.013203539,0.013203539,17.0,8.0,-9.0,0.0,0.0,0.0,-0.025967684,-0.032261617,-0.006293934
426,31782,7.0,6.0,-1.0,127.0,96.0,-31.0,0.008557934,0.008557934,238.0,155.0,-83.0,0.0,0.0,0.0,-0.12582418,-0.028398445,0.09742574
427,31801,2.0,3.0,1.0,1.0,1.0,0.0,0.0068254024,0.0068254024,291.0,245.0,-46.0,0.2,0.2,0.0,0.20458058,0.15914324,-0.045437336
428,31837,1.0,1.0,0.0,1.0,1.0,0.0,0.004462231,0.004462231,18.0,19.0,1.0,0.4,0.4,0.0,0.14632234,0.12125661,-0.025065728
429,31936,1.0,4.0,3.0,1.0,1.0,0.0,0.0029226989,0.0029226989,72.0,58.0,-14.0,0.2,0.4,0.2,0.1669919,0.19772676,0.030734852
430,31964,1.0,1.0,0.0,1.0,1.0,0.0,0.008847795,0.008847795,2.0,1.0,-1.0,0.2,0.2,0.0,0.47057584,0.5883987,0.117822856
431,32053,50.0,184.0,134.0,2.0,2.0,0.0,0.0017838031,0.0017838031,591.0,540.0,-51.0,0.0,0.0,0.0,0.51587915,0.5673234,0.051444232
432,32232,141.0,104.0,-37.0,49.0,44.0,-5.0,0.009623954,0.009623954,144.0,84.0,-60.0,0.2,0.2,0.0,-0.037852515,0.018808307,0.056660824
433,32303,1.0,1.0,0.0,1.0,1.0,0.0,0.009278338,0.009278338,756.0,614.0,-142.0,0.0,0.0,0.0,0.34572187,0.34116742,-0.0045544505
434,32307,1.0,1.0,0.0,1.0,1.0,0.0,0.0076563098,0.0076563098,1.0,1.0,0.0,0.4,0.2,-0.2,0.08609249,0.12506266,0.038970172
435,32625,24.0,11.0,-13.0,38.0,26.0,-12.0,0.010353133,0.010353133,4.0,6.0,2.0,0.4,0.0,-0.4,-0.001726293,0.062155955,0.06388225
436,32643,21.0,77.0,56.0,1.0,1.0,0.0,0.00076135993,0.00076135993,707.0,704.0,-3.0,0.0,0.0,0.0,-0.23943828,-0.2257318,0.0137064755
437,32716,1.0,1.0,0.0,1.0,1.0,0.0,0.0030576102,0.0030576102,98.0,49.0,-49.0,0.0,0.0,0.0,0.021042472,0.09267241,0.071629934
438,32771,1.0,1.0,0.0,1.0,1.0,0.0,0.010635003,0.010635003,2.0,1.0,-1.0,0.2,0.2,0.0,0.10384837,0.009472524,-0.09437584
439,32772,64.0,20.0,-44.0,3.0,3.0,0.0,0.01494946,0.01494946,155.0,162.0,7.0,0.0,0.0,0.0,-0.0068942956,0.10560608,0.11250038
440,32857,3.0,1.0,-2.0,1.0,3.0,2.0,0.010135155,0.010135155,311.0,265.0,-46.0,0.0,0.0,0.0,0.28223068,-0.041420154,-0.32365084
441,32891,4.0,5.0,1.0,7.0,5.0,-2.0,0.008125566,0.008125566,215.0,153.0,-62.0,0.0,0.0,0.0,0.28959256,0.29307678,0.0034842193
442,32910,1.0,1.0,0.0,1.0,7.0,6.0,0.007814802,0.007814802,27.0,30.0,3.0,0.0,0.0,0.0,0.1929603,0.21437554,0.021415234
443,33131,6.0,2.0,-4.0,1.0,1.0,0.0,0.011496078,0.011496078,13.0,5.0,-8.0,0.0,0.2,0.2,0.17069234,0.050318226,-0.12037411
444,33171,2.0,3.0,1.0,28.0,20.0,-8.0,0.009885881,0.009885881,618.0,486.0,-132.0,0.0,0.0,0.0,0.17240699,0.26755965,0.09515266
445,33189,25.0,11.0,-14.0,8.0,5.0,-3.0,0.012415312,0.012415312,448.0,444.0,-4.0,0.0,0.0,0.0,0.21373665,0.22243066,0.008694008
446,33245,32.0,34.0,2.0,13.0,14.0,1.0,0.0061308257,0.0061308257,35.0,21.0,-14.0,0.0,0.0,0.0,-0.090461306,-0.23511128,-0.14464998
447,33289,150.0,155.0,5.0,47.0,10.0,-37.0,0.010927927,0.010927927,5.0,9.0,4.0,0.2,0.0,-0.2,-0.06266511,0.0056327493,0.06829786
448,33521,8.0,11.0,3.0,1.0,1.0,0.0,0.007453244,0.007453244,86.0,39.0,-47.0,0.2,0.2,0.0,0.40067425,0.53761727,0.13694301
449,33543,1.0,1.0,0.0,1.0,1.0,0.0,0.005956717,0.005956717,2.0,4.0,2.0,0.2,0.4,0.2,0.48469678,0.20056883,-0.28412795
450,33752,5.0,3.0,-2.0,4.0,3.0,-1.0,0.006546695,0.006546695,65.0,83.0,18.0,0.2,0.2,0.0,0.04783788,0.029572885,-0.018264994
451,33813,40.0,83.0,43.0,12.0,23.0,11.0,0.0070415027,0.0070415027,28.0,33.0,5.0,0.0,0.0,0.0,0.13982765,0.04946721,-0.09036045
452,33906,28.0,9.0,-19.0,32.0,27.0,-5.0,0.0126527175,0.0126527175,89.0,77.0,-12.0,0.0,0.0,0.0,0.10410101,0.13050622,0.026405208
453,34068,100.0,127.0,27.0,14.0,8.0,-6.0,0.007589087,0.007589087,325.0,364.0,39.0,0.0,0.0,0.0,0.50749856,0.5421907,0.03469211
454,34080,8.0,141.0,133.0,16.0,38.0,22.0,-0.0043327697,-0.0043327697,253.0,330.0,77.0,0.0,0.0,0.0,0.15934286,0.27772057,0.118377715
455,34089,3.0,26.0,23.0,1.0,2.0,1.0,-0.0033284463,-0.0033284463,21.0,29.0,8.0,0.0,0.0,0.0,0.017258175,-0.02311799,-0.040376164
456,34126,2.0,1.0,-1.0,1.0,1.0,0.0,0.0102271475,0.0102271475,110.0,91.0,-19.0,0.2,0.2,0.0,0.14432329,0.26430988,0.11998659
457,34186,6.0,12.0,6.0,5.0,3.0,-2.0,0.006945491,0.006945491,183.0,88.0,-95.0,0.0,0.2,0.2,0.43991295,0.39771467,-0.04219827
458,34238,6.0,6.0,0.0,1.0,1.0,0.0,0.0060934834,0.0060934834,57.0,16.0,-41.0,0.2,0.2,0.0,0.037743546,-0.030164542,-0.067908086
459,34418,624.0,729.0,105.0,250.0,196.0,-54.0,0.010948732,0.010948732,158.0,39.0,-119.0,0.0,0.0,0.0,0.11726068,0.0004100452,-0.11685064
460,34603,2.0,1.0,-1.0,1.0,1.0,0.0,0.009235628,0.009235628,58.0,46.0,-12.0,0.2,0.0,-0.2,0.05688519,0.104390666,0.047505476
461,34751,1.0,1.0,0.0,1.0,1.0,0.0,0.010903627,0.010903627,92.0,45.0,-47.0,0.0,0.0,0.0,0.22243637,0.054115914,-0.16832045
462,34829,6.0,14.0,8.0,1.0,1.0,0.0,0.0020883344,0.0020883344,296.0,309.0,13.0,0.0,0.0,0.0,0.056236546,-0.17379868,-0.23003523
463,34845,9.0,29.0,20.0,1.0,1.0,0.0,-0.0024665669,-0.0024665669,197.0,173.0,-24.0,0.0,0.0,0.0,0.5798538,0.6535074,0.07365364
464,34850,1.0,24.0,23.0,1.0,1.0,0.0,-0.004325997,-0.004325997,226.0,83.0,-143.0,0.0,0.2,0.2,0.3281619,0.5230969,0.19493502
465,34874,1.0,1.0,0.0,1.0,1.0,0.0,0.0042654015,0.0042654015,2.0,2.0,0.0,0.4,0.4,0.0,0.28688392,0.4312453,0.14436138
466,34975,69.0,464.0,395.0,17.0,41.0,24.0,-0.008628558,-0.008628558,255.0,165.0,-90.0,0.0,0.0,0.0,-0.10202307,-0.11435375,-0.012330681
467,35094,3.0,1.0,-2.0,1.0,1.0,0.0,0.01468445,0.01468445,21.0,14.0,-7.0,0.2,0.2,0.0,0.075110905,-0.015588409,-0.090699315
468,35129,2.0,5.0,3.0,4.0,2.0,-2.0,0.0035966411,0.0035966411,98.0,98.0,0.0,0.0,0.0,0.0,0.20524608,0.19410275,-0.011143327
469,35743,3.0,3.0,0.0,2.0,1.0,-1.0,0.0053013302,0.0053013302,226.0,317.0,91.0,0.0,0.0,0.0,0.4205803,0.47579348,0.055213183
470,35752,5.0,3.0,-2.0,2.0,2.0,0.0,0.008434657,0.008434657,919.0,866.0,-53.0,0.0,0.4,0.4,0.24663793,0.2850823,0.038444385
471,35790,21.0,10.0,-11.0,1.0,1.0,0.0,0.009149667,0.009149667,8.0,24.0,16.0,0.2,0.2,0.0,-0.164758,-0.053433202,0.111324795
